"docid"	"actualdate"	"earliestdate"	"firstpub"	"tags"	"recordid"	"OCLC"	"author"	"enumcron"	"title"	"gender"	"nationality"	"authsvols"
"uc1.$b523465"	1944	1944	1944	"vulgar"			"Brown, Zenith Jones, Mrs"		"All for the love of a lady, | $c: by Leslie Ford [pseud.]"	"f"	"us"	1
"mdp.39015049691218"	1944	1944	1944	"vulgar"			"Smith, Lillian Eugenia"		"Strange fruit, | $c: a novel by Lillian Smith."	"f"	"us"	6
"mdp.39015001816563"	1944	1944	1944	"elite"	1774973		"Stafford, Jean"		"Boston Adventure"	"f"	"us"	5
"uc1.$b56184"	1944	1944	1944	"vulgar"			"Puckette, Clara Childs"		"Old Mitt laughs last, | $c: by Clara Childs Puckett; drawings by Sandra James."	"f"	"us"	1
"uc1.$b802363"	1944	1944	1944	"vulgar"			"Underwood, Charlotte"		"The dark glass,"	"f"	"us"	3
"uc1.$b106291"	1944	1944	1944	"vulgar"			"Shute, Nevil"		"Pastoral, | $c: by Nevil Shute [pseud.]."	"m"	"uk"	15
"mdp.39015063921038"	1944	1944	1944	"vulgar"			"Knight, Kathleen Moore"		"Design in diamonds, | a Margot Blair mystery."	"f"	"us"	4
"uc1.32106002137674"	1944	1944	1944	"elite"	1029127		"Porter, Katherine Anne"		"The Leaning Tower"	"f"	"us"	11
"uc1.$b300999"	1945	1945	1945	"vulgar"			"Graeme, Bruce"		"The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]"	"m"	"uk"	5
"uc1.$b182827"	1945	1945	1945	"vulgar"			"Cotterell, Geoffrey"		"Then a soldier"	"m"	"uk"	1
"uc1.$b323515"	1946	1945	1945	"vulgar"			"Butler, Gerald"		"Mad with much heart | $c: [by] Gerald Butler."	"m"	"uk"	3
"mdp.39015035730640"	1946	1945	1945	"elite"	672816		"Orwell, George"		"Animal Farm"	"m"	"uk"	16
"uc1.b3826722"	1960	1945	1945	"elite"	1020511		"Waugh, Evelyn"		"Brideshead Revisited"	"m"	"uk"	11
"uc1.$b302189"	1945	1945	1945	"elite"	6534799		"Parrish, Anne"		"Poor Child"	"f"	"us"	21
"osu.32435022102032"	1945	1945	0	"elite"	5062908		"Nin, Anais"		"This Hunger"	"f"	"cu"	3
"umn.31951002462309t"	1947	1945	1945	"remove"	100953660		"Lewis, Hilda"		"Strange Story"	"f"	"uk"	0
"uc1.$b787338"	1945	1945	1945	"elite"	9954110		"Reddin, Kenneth"		"Another Shore"	"m"	"uk"	1
"mdp.39015066681480"	1945	1945	1945	"elite"	102573		"Pritchett, V.S"		"It May Never Happen"	"m"	"uk"	6
"uc1.$b620170"	1945	1945	1945	"vulgar"			"Nagibin, I͡Uriĭ"		"Each for all, | $c: by Yuri Nagibin."	"m"	"ru"	1
"mdp.39076002720196"	1945	1945	1945	"vulgar"			"Stone, Caroline R"		"Clorinda of Cherry lane farm / | $c: by Caroline R. Stone."	"f"	"us"	1
"uc1.$b56348"	1946	1946	1946	"vulgar"			"Campbell, Frances W"		"Men of the Enchantress, | a novel | $c: by Frances Campbell."	"f"	"us"	1
"uc1.32106006434416"	1946	1946	1946	"vulgar"			"Stout, Rex"		"The silent speaker, | $c: by Rex Stout"	"m"	"us"	5
"mdp.39015003840595"	1946	1946	1946	"vulgar"			"Costain, Thomas B. (Thomas Bertram)"		"The black rose."	"m"	"ca"	8
"mdp.39015065391388"	1946	1946	1946	"elite"	1025435		"Koestler, Arthur"		"Thieves in the Night"	"m"	"hu"	14
"pst.000019201559"	1946	1946	1946	"vulgar"			"Christie, Agatha"		"The hollow / | $c: Agatha Christie."	"f"	"uk"	25
"uc1.$b104338"	1959	1946	1946	"elite"	6602906		"Myers, Elizabeth"		"Mrs. Christopher"	"f"	"uk"	0
"mdp.39015016911532"	1946	1946	1946	"elite"	1398706		"O'Brien, Kate"		"That Lady"	"f"	"uk"	6
"uc1.$b56440"	1947	1947	1947	"vulgar"			"Creatore, Luigi"		"This world is mine, | a novel | $c: by Luigi Creatore."	"m"	"us"	1
"mdp.39015037848416"	1947	1947	1947	"vulgar"			"Irish, William"		"Waltz into darkness, | $c: by William Irish [pseud.] ..."	"m"	"us"	3
"uc1.b4090082"	1951	1947	1947	"elite"	6150823		"Powers, J.F"		"Prince of Darkness"	"m"	"us"	0
"umn.319510020277183"	1947	1947	1947	"vulgar"			"Stoll, Dennis Gray"		"The doctor and the dragon : | a tragi-comedy of British India."	"m"	"au"	2
"mdp.39015005919686"	1947	1947	1947	"elite"	632950		"Lowry, Malcolm"		"Under the Volcano"	"m"	"uk"	1
"mdp.39015000957798"	1947	1947	1947	"vulgar"			"Spillane, Mickey"		"I, the Jury"	"m"	"us"	1
"uc1.32106001971461"	1948	1948	1949	"elite"	7122611		"Bowen, Elizabeth"		"The Heat of the Day"	"m"	"uk"	33
"mdp.39015000544224"	1948	1948	1948	"elite"	1112447		"Paton, Alan"		"Cry, The Beloved Country"	"m"	"za"	2
"mdp.39015000540735"	1948	1948	1948	"vulgar"			"Park, Ruth"		"The harp in the South."	"f"	"nz"	2
"uc1.31822035081835"	1948	1948	1948	"vulgar"			"Ray, Tom"		"Yellowstone red / | $c: by Tom Ray"	"m"	"us"	1
"osu.32435066780487"	1948	1948	1948	"vulgar"			"Brewster, Eliot"		"The passion trail / | $c: by Eliot Brewster."		"us"	8
"mdp.39015009398465"	1948	1948	1948	"elite"	1020907		"Capote, Truman"		"Other Voices, Other Rooms"	"m"	"us"	3
"mdp.39015002141011"	1951	1949	1949	"vulgar"			"MacInnes, Helen"		"Neither five nor three."	"f"	"uk"	8
"uc1.$b105772"	1949	1949	1949	"vulgar"			"Macdougall, Arthur Raymond"		"Doc Blakesley, angler; | $c: illustrated by Staley Greene."	"m"	"us"	2
"mdp.39015031325833"	1949	1949	1949	"elite"	480189		"Hutchinson, R.C"		"Elephant and Castle"	"m"	"uk"	9
"wu.89087910576"	1949	1949	1949	"vulgar"			"Towers, Frances"		"Tea with Mr. Rochester, and other stories."	"f"	"uk"	1
"mdp.39015020733708"	1949	1949	1949	"elite"	672920		"Orwell, George"		"Nineteen Eighty-four"	"m"	"uk"	16
"nyp.33433074943634"		1813		"special"			"Austen, Jane"		"Pride and Prejudice"	"f"	"uk"	
"nyp.33433076030760"		1844		"special"			"Poe, Edgar Allan"		"Tales"	"m"	"us"	
"uc1.b4713109"		1847		"special"			"Brontë, Charlotte"		"Jane Eyre"	"f"	"uk"	
"uva.x000380956"		1865		"special"			"Verne, Jules"		"From the Earth to the Moon"	"m"	"fr"	
"nyp.33433074890454"		1851		"special"			"Melville, Herman"		"Moby Dick"	"m"	"us"	
"uva.x000464259"		1850		"special"			"Hawthorne, Nathaniel"		"Scarlet Letter"	"m"	"us"	
"uiuo.ark+=13960=t8hd8j356"		1871		"special"			"Eliot, George"	"v. 1"	"Middlemarch"	"f"	"uk"	
"uiuo.ark+=13960=t1fj3570z"		1871		"special"			"Eliot, George"	"v. 2"	"Middlemarch"	"f"	"uk"	
"uiuo.ark+=13960=t50g4c509"		1871		"special"			"Eliot, George"	"v. 3"	"Middlemarch"	"f"	"uk"	
"uiuo.ark+=13960=t0ks7cx66"		1871		"special"			"Eliot, George"	"v. 4"	"Middlemarch"	"f"	"uk"	
"nyp.33433081852711"		1881		"special"			"James, Henry"		"Portrait of a Lady"	"m"	"us"	
"dul1.ark+=13960=t98637h6g"		1895		"special"			"Wells, H. G. (Herbert George)"		"The Time Machine"	"m"	"uk"	
"inu.39000003707283"		1892		"special"			"Doyle, Arthur Conan"		"Sherlock Holmes Omnibus"	"m"	"uk"	
"uc2.ark+=13960=t3cz3334b"		1884		"special"			"Twain, Mark"		"Huckleberry Finn"	"m"	"us"	
"uc2.ark+=13960=t1hh6d619"		1900		"special"			"Dreiser, Theodore"		"Sister Carrie"	"m"	"us"	
"inu.30000007102522"		1925		"special"			"Fitzgerald, F. Scott"		"The Great Gatsby"	"m"	"us"	
"mdp.39015004063601"		1939		"special"			"Steinbeck, John"		"The grapes of wrath"	"m"	"us"	
"mdp.39015031600409"		1939		"special"			"Chandler, Raymond"		"The big sleep"	"m"	"us"	
"mdp.39015066409924"		1940		"special"			"Wright, Richard"		"Native son"	"m"	"us"	
"uc1.32106002103940"		1952		"special"			"Ellison, Ralph"		"Invisible man"	"m"	"us"	
"mdp.39015066065254"		1973		"special"			"Pynchon, Thomas"		"Gravity's rainbow"	"m"	"us"	
"mdp.39015000695182"		1972		"special"			"Atwood, Margaret"		"Surfacing"	"f"	"ca"	
"mdp.39015021862308"		1977		"special"			"Morrison, Toni"		"Song of Solomon"	"f"	"us"	
"mdp.39015062084390"		1955		"special"			"Nabokov, Vladimir"		"Lolita"	"m"	"ru"	
